pilot_id,mission_id,segment_id,experience_group,years_experience,mission_type,difficulty_tier,difficulty_rank,target_count,required_engagements,visibility,secondary_cognitive_task,threat_density,friendly_aircraft_count,information_update_rate_per_min,display_complexity,flight_phase,window_duration_s,D_task_z,D_perceptual_z,D_cognitive_z,D_tactical_z,D_temporal_z,latent_workload,engagement_time_s,hit_rate,target_disengagement_time_s,altitude_error_ft,tracking_error_deg,navigation_error_nm,mission_completion,HR_bpm,SDNN_ms,RMSSD_ms,LF_HF_ratio,EEG_theta_rel_power,EEG_alpha_rel_power,EEG_delta_rel_power,fixation_rate_per_min,fixation_duration_ms,blink_rate_bpm,pupil_diameter_mm,nasa_tlx_subjective_proxy,workload_source,generator_version,parameter_seed,workload_class_3lvl,perceptual_cognitive_condition,confidence,validation_flag
P140,M004232,M004232_S02,novice,0.5,ATG,low,1,3,1,normal,1,3,0,5.8,3,takeoff,45.7,-1.22,-1.062,-0.278,0.355,-1.027,-0.0672,9.33,0.932,2.0,38.0,1.19,0.67,1,59.2,72.4,35.8,1.14,0.2191,0.3379,0.1381,154.9,295.4,7.5,3.74,50.0,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004232,M004232_S03,novice,0.5,ATG,low,1,3,1,normal,1,3,0,5.8,3,climb,42.1,-1.3,-1.187,-0.611,0.355,-1.096,-0.2359,8.67,0.846,2.58,28.9,0.95,0.54,1,56.3,62.7,38.0,1.0,0.2178,0.3286,0.1449,156.1,292.7,10.7,3.57,46.0,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004232,M004232_S04,novice,0.5,ATG,low,1,3,1,normal,1,3,0,5.8,3,cruise,50.3,-1.34,-1.25,-0.778,0.355,-1.174,-0.3954,7.31,0.783,3.02,28.7,1.09,0.08,1,56.5,69.7,41.4,1.12,0.2094,0.3126,0.1566,156.5,333.7,6.0,3.76,44.8,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004232,M004232_S05,novice,0.5,ATG,low,1,3,1,normal,1,3,0,5.8,3,attack_task,16.7,-0.7,-0.25,1.889,0.355,1.06,0.8979,8.73,0.774,4.24,80.9,2.21,1.17,0,66.4,64.4,29.0,1.88,0.2652,0.2868,0.1254,163.0,274.8,5.5,4.09,64.0,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P140,M004232,M004232_S06,novice,0.5,ATG,low,1,3,1,normal,1,3,0,5.8,3,attack_task,19.9,-0.7,-0.25,1.889,0.355,0.681,0.705,10.3,0.778,3.83,49.9,2.33,1.65,0,63.2,58.1,29.6,1.4,0.2603,0.293,0.1454,169.2,290.6,4.0,4.04,76.9,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P140,M004232,M004232_S07,novice,0.5,ATG,low,1,3,1,normal,1,3,0,5.8,3,attack_task,16.9,-0.7,-0.25,1.889,0.355,1.032,0.9975,10.3,0.674,3.96,78.4,2.91,1.24,0,71.0,61.7,31.7,1.72,0.271,0.2892,0.1726,183.1,283.9,6.8,3.96,64.5,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P140,M004232,M004232_S08,novice,0.5,ATG,low,1,3,1,normal,1,3,0,5.8,3,landing_rest,49.5,-1.26,-1.125,-0.444,0.355,-1.091,-0.1943,8.0,0.889,2.89,22.2,1.18,0.52,0,62.7,66.0,37.3,1.06,0.2211,0.3182,0.1301,144.3,346.6,12.4,3.89,38.1,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004233,M004233_S01,novice,0.5,ATG,medium,2,6,2,normal,1,1,1,7.98,2,baseline_rest,47.3,-1.42,-1.437,-1.278,0.098,-1.291,-1.0152,5.96,0.832,2.57,41.9,1.33,0.31,1,58.0,68.1,35.8,1.13,0.2183,0.3505,0.1538,147.9,321.8,9.0,3.77,30.0,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P140,M004233,M004233_S02,novice,0.5,ATG,medium,2,6,2,normal,1,1,1,7.98,2,takeoff,44.7,-0.94,-1.062,-0.278,0.098,-1.02,-0.7204,6.77,0.935,3.03,23.4,1.14,0.37,1,58.4,65.1,34.0,1.28,0.2077,0.3528,0.1472,157.4,314.5,9.2,3.67,49.1,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P140,M004233,M004233_S03,novice,0.5,ATG,medium,2,6,2,normal,1,1,1,7.98,2,climb,45.8,-1.1,-1.187,-0.611,0.098,-1.115,-0.2364,8.25,0.781,1.74,32.8,0.83,0.66,1,58.4,70.2,37.5,0.98,0.1975,0.3251,0.1367,152.6,311.6,11.5,3.67,53.0,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004233,M004233_S04,novice,0.5,ATG,medium,2,6,2,normal,1,1,1,7.98,2,cruise,39.6,-1.18,-1.25,-0.778,0.098,-1.131,-0.5083,7.14,0.864,2.96,18.1,0.68,0.33,0,64.2,63.9,40.9,1.03,0.2162,0.3491,0.1287,151.6,311.7,10.2,3.77,35.2,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P140,M004233,M004233_S05,novice,0.5,ATG,medium,2,6,2,normal,1,1,1,7.98,2,attack_task,6.2,0.1,-0.25,1.889,0.098,5.164,1.8283,12.21,0.696,4.58,118.7,4.03,2.31,0,78.5,58.3,28.4,2.6,0.3058,0.2489,0.1614,179.7,288.3,2.0,4.23,76.4,scenario_derived,v1.0,42,high,NV_CogTask,0.982,True
P140,M004233,M004233_S06,novice,0.5,ATG,medium,2,6,2,normal,1,1,1,7.98,2,attack_task,17.8,0.1,-0.25,1.889,0.098,0.914,0.8908,10.21,0.777,4.45,51.9,2.82,1.01,0,68.3,63.5,32.4,1.58,0.2733,0.3109,0.1436,172.3,304.1,5.0,4.04,67.4,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P140,M004233,M004233_S07,novice,0.5,ATG,medium,2,6,2,normal,1,1,1,7.98,2,attack_task,16.0,0.1,-0.25,1.889,0.098,1.171,1.1306,10.6,0.807,4.16,83.3,2.66,1.03,0,70.8,56.3,29.6,1.95,0.2632,0.3106,0.1438,176.3,300.7,3.5,4.03,75.9,scenario_derived,v1.0,42,high,NV_CogTask,0.989,True
P140,M004233,M004233_S08,novice,0.5,ATG,medium,2,6,2,normal,1,1,1,7.98,2,landing_rest,46.1,-1.02,-1.125,-0.444,0.098,-1.073,-0.5072,6.78,0.899,2.4,39.3,0.71,0.57,0,53.2,71.7,38.5,1.13,0.1995,0.3301,0.1344,144.9,308.8,11.7,3.67,39.4,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004234,M004234_S01,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,baseline_rest,43.0,-1.38,-1.437,-1.389,1.559,-1.287,-0.6033,7.69,0.888,2.93,38.6,1.09,0.28,1,57.6,68.6,38.9,1.29,0.2064,0.3055,0.1433,135.2,314.8,10.9,3.75,50.0,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P140,M004234,M004234_S02,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,takeoff,52.4,-0.66,-1.062,-1.056,1.559,-1.066,-0.1566,7.91,0.809,3.47,27.8,0.65,0.33,0,59.0,63.5,37.6,0.98,0.2103,0.3277,0.1327,151.4,322.7,9.8,3.74,49.8,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004234,M004234_S03,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,climb,47.6,-0.9,-1.187,-1.167,1.559,-1.123,0.1165,8.79,0.826,2.72,57.2,1.37,0.57,0,56.0,72.8,39.2,1.38,0.2324,0.3312,0.1383,140.3,314.5,11.3,3.91,67.6,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004234,M004234_S04,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,cruise,49.9,-1.02,-1.25,-1.222,1.559,-1.173,0.0536,7.46,0.903,3.04,18.3,0.53,0.79,0,60.9,69.2,28.0,1.03,0.2111,0.3402,0.1361,149.7,318.6,11.2,3.75,38.1,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004234,M004234_S05,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,attack_task,10.6,0.9,-0.25,-0.333,1.559,2.445,1.0684,10.17,0.782,4.8,97.1,2.8,1.14,0,69.7,52.7,24.2,1.66,0.2765,0.2795,0.1431,159.2,268.8,4.5,4.1,63.2,scenario_derived,v1.0,42,high,NV_NoTask,0.989,True
P140,M004234,M004234_S06,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,attack_task,13.2,0.9,-0.25,-0.333,1.559,1.686,0.8802,9.29,0.683,4.59,72.0,2.56,1.18,0,64.9,59.2,38.5,1.81,0.2484,0.3014,0.1334,165.7,299.8,7.9,3.88,55.7,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P140,M004234,M004234_S07,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,attack_task,12.0,0.9,-0.25,-0.333,1.559,1.987,1.8836,12.16,0.652,4.63,148.0,4.43,1.99,0,76.6,47.0,23.4,2.88,0.3369,0.2407,0.1733,202.5,261.2,2.0,4.28,84.6,scenario_derived,v1.0,42,high,NV_NoTask,0.981,True
P140,M004234,M004234_S08,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,attack_task,13.5,0.9,-0.25,-0.333,1.559,1.621,0.8031,9.71,0.799,3.6,85.2,2.74,1.02,0,64.4,58.0,34.7,1.67,0.2691,0.2967,0.1688,167.8,311.5,8.7,3.9,76.5,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P140,M004234,M004234_S09,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,attack_task,9.2,0.9,-0.25,-0.333,1.559,3.036,1.6915,11.21,0.677,5.15,93.9,3.74,1.99,0,71.9,54.6,27.1,2.25,0.3067,0.2584,0.1457,201.0,289.6,6.3,4.44,72.3,scenario_derived,v1.0,42,high,NV_NoTask,0.983,True
P140,M004234,M004234_S10,novice,0.5,ATG,high,3,9,3,normal,0,4,5,9.84,4,landing_rest,42.3,-0.78,-1.125,-1.111,1.559,-1.049,-0.287,7.91,0.803,3.09,42.4,1.0,0.45,0,58.7,72.9,35.0,1.08,0.2216,0.3224,0.1425,150.9,314.4,8.9,3.72,40.0,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004235,M004235_S01,novice,0.5,ATG,medium,2,7,2,normal,0,7,0,8.04,3,baseline_rest,43.5,-1.413,-1.437,-1.389,1.079,-1.287,-0.8351,6.94,0.915,2.6,29.6,0.97,0.71,1,59.5,70.3,35.2,0.91,0.2271,0.3282,0.1372,147.9,315.7,10.5,3.62,35.8,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P140,M004235,M004235_S02,novice,0.5,ATG,medium,2,7,2,normal,0,7,0,8.04,3,takeoff,47.1,-0.888,-1.062,-1.056,1.079,-1.036,-0.626,7.05,0.855,2.95,66.8,1.59,0.82,1,59.9,67.2,40.8,1.08,0.2289,0.3099,0.1414,154.9,333.6,12.5,3.67,36.3,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P140,M004235,M004235_S03,novice,0.5,ATG,medium,2,7,2,normal,0,7,0,8.04,3,climb,46.8,-1.062,-1.187,-1.167,1.079,-1.12,-0.6669,7.31,0.824,2.87,36.2,0.98,0.58,0,54.6,71.3,44.5,1.1,0.2219,0.3227,0.1335,148.6,306.9,9.0,3.54,38.0,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P140,M004235,M004235_S04,novice,0.5,ATG,medium,2,7,2,normal,0,7,0,8.04,3,cruise,34.1,-1.15,-1.25,-1.222,1.079,-1.099,0.4083,8.26,0.838,4.18,25.4,1.56,1.03,0,64.3,62.9,37.5,1.49,0.2504,0.3207,0.1302,149.3,321.7,9.2,3.88,51.6,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004235,M004235_S05,novice,0.5,ATG,medium,2,7,2,normal,0,7,0,8.04,3,attack_task,19.9,0.25,-0.25,-0.333,1.079,0.673,0.6374,9.22,0.834,4.17,45.5,2.22,0.87,0,66.1,64.0,35.8,1.52,0.2569,0.2775,0.1469,179.2,288.9,5.7,3.86,69.0,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P140,M004235,M004235_S06,novice,0.5,ATG,medium,2,7,2,normal,0,7,0,8.04,3,attack_task,8.7,0.25,-0.25,-0.333,1.079,3.276,0.9858,11.04,0.852,4.24,92.7,3.05,0.98,0,72.1,64.4,39.8,1.8,0.272,0.2914,0.1459,166.7,292.6,6.4,3.98,68.1,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P140,M004235,M004235_S07,novice,0.5,ATG,medium,2,7,2,normal,0,7,0,8.04,3,attack_task,6.9,0.25,-0.25,-0.333,1.079,4.454,1.2187,10.68,0.739,3.68,85.9,3.18,1.49,0,72.8,52.5,31.8,2.03,0.2803,0.2761,0.1553,180.4,276.9,2.0,4.22,71.7,scenario_derived,v1.0,42,high,NV_NoTask,0.988,True
P140,M004235,M004235_S08,novice,0.5,ATG,medium,2,7,2,normal,0,7,0,8.04,3,landing_rest,42.3,-0.975,-1.125,-1.111,1.079,-1.049,-0.4274,7.55,0.799,2.71,45.3,0.75,0.26,0,55.1,74.5,36.5,1.27,0.2175,0.3344,0.1558,157.1,314.0,10.8,3.7,49.0,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004236,M004236_S01,novice,0.5,ATA,high,3,9,4,low,1,2,5,7.04,5,baseline_rest,43.1,-1.363,-1.344,-1.278,1.329,-1.287,-0.4036,4.46,0.863,2.72,35.5,0.51,0.58,1,59.8,69.0,35.6,1.3,0.1878,0.3265,0.135,150.8,313.6,6.1,3.82,47.5,scenario_derived,v1.0,42,medium,LV_CogTask,0.99,True
P140,M004236,M004236_S02,novice,0.5,ATA,high,3,9,4,low,1,2,5,7.04,5,takeoff,48.5,-0.538,-0.406,-0.278,1.329,-1.045,-0.4949,5.45,0.918,3.85,20.2,1.34,0.22,1,58.7,70.6,37.1,0.97,0.199,0.324,0.144,153.6,311.4,7.8,3.81,50.2,scenario_derived,v1.0,42,medium,LV_CogTask,0.99,True
P140,M004236,M004236_S03,novice,0.5,ATA,high,3,9,4,low,1,2,5,7.04,5,climb,51.8,-0.812,-0.719,-0.611,1.329,-1.14,0.04,5.98,0.827,3.54,38.6,1.44,0.6,1,59.8,70.3,37.7,0.94,0.2231,0.3154,0.1302,150.2,317.6,11.4,3.8,60.5,scenario_derived,v1.0,42,medium,LV_CogTask,0.99,True
P140,M004236,M004236_S04,novice,0.5,ATA,high,3,9,4,low,1,2,5,7.04,5,cruise,41.8,-0.95,-0.875,-0.778,1.329,-1.142,-0.2821,5.26,0.829,2.16,34.7,1.06,0.43,0,61.2,68.6,31.2,1.31,0.2238,0.3342,0.1579,142.6,309.8,10.9,3.74,45.5,scenario_derived,v1.0,42,medium,LV_CogTask,0.99,True
P140,M004236,M004236_S05,novice,0.5,ATA,high,3,9,4,low,1,2,5,7.04,5,attack_task,12.0,1.25,1.625,1.889,1.329,1.997,1.7441,9.2,0.669,5.36,121.3,4.23,2.03,0,80.0,44.6,29.8,2.33,0.3033,0.2505,0.148,200.8,270.7,2.8,4.34,77.6,scenario_derived,v1.0,42,high,LV_CogTask,0.983,True
P140,M004236,M004236_S06,novice,0.5,ATA,high,3,9,4,low,1,2,5,7.04,5,attack_task,13.6,1.25,1.625,1.889,1.329,1.608,1.8221,9.7,0.796,4.7,123.0,4.45,2.12,0,76.4,53.4,24.3,2.81,0.31,0.255,0.1488,200.1,252.6,2.3,4.29,83.8,scenario_derived,v1.0,42,high,LV_CogTask,0.982,True
P140,M004236,M004236_S07,novice,0.5,ATA,high,3,9,4,low,1,2,5,7.04,5,attack_task,12.3,1.25,1.625,1.889,1.329,1.911,1.5334,9.16,0.709,3.78,106.1,2.91,1.7,0,73.7,44.8,27.0,2.48,0.3088,0.2588,0.1581,199.2,295.7,4.3,4.2,81.5,scenario_derived,v1.0,42,high,LV_CogTask,0.985,True
P140,M004236,M004236_S08,novice,0.5,ATA,high,3,9,4,low,1,2,5,7.04,5,landing_rest,45.4,-0.675,-0.562,-0.444,1.329,-1.069,0.6211,7.47,0.775,3.55,55.2,2.16,1.19,0,61.6,67.9,30.4,1.48,0.2429,0.3082,0.1344,157.4,305.1,5.1,3.94,63.0,scenario_derived,v1.0,42,high,LV_CogTask,0.99,True
P140,M004237,M004237_S01,novice,0.5,ATA,medium,2,5,2,normal,1,3,1,3.39,2,baseline_rest,49.3,-1.427,-1.437,-1.278,-0.111,-1.293,-0.6067,3.42,0.83,3.31,51.2,1.44,0.62,0,60.1,66.6,34.1,1.3,0.2222,0.3672,0.1275,157.8,318.7,9.3,3.57,34.8,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P140,M004237,M004237_S02,novice,0.5,ATA,medium,2,5,2,normal,1,3,1,3.39,2,takeoff,41.5,-0.993,-1.062,-0.278,-0.111,-0.996,-0.2095,6.33,0.907,2.84,45.7,0.71,0.12,1,58.7,67.6,37.2,1.18,0.2124,0.333,0.1593,158.5,324.0,7.9,3.67,52.2,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004237,M004237_S03,novice,0.5,ATA,medium,2,5,2,normal,1,3,1,3.39,2,climb,42.6,-1.137,-1.187,-0.611,-0.111,-1.098,-0.198,5.9,0.867,2.54,31.3,1.42,0.88,1,60.3,70.8,38.6,0.68,0.2121,0.3464,0.1473,130.1,295.9,8.1,3.68,44.7,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004237,M004237_S04,novice,0.5,ATA,medium,2,5,2,normal,1,3,1,3.39,2,cruise,42.4,-1.21,-1.25,-0.778,-0.111,-1.145,0.004,5.45,0.803,3.77,52.5,0.76,0.52,0,61.8,63.4,38.5,0.93,0.2082,0.3216,0.1312,136.2,324.7,10.7,3.68,60.6,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004237,M004237_S05,novice,0.5,ATA,medium,2,5,2,normal,1,3,1,3.39,2,attack_task,7.6,-0.05,-0.25,1.889,-0.111,3.921,1.5363,8.15,0.819,4.74,97.2,3.57,2.12,0,68.7,55.9,23.7,2.38,0.285,0.2495,0.1589,178.0,269.2,2.0,4.38,69.7,scenario_derived,v1.0,42,high,NV_CogTask,0.985,True
P140,M004237,M004237_S06,novice,0.5,ATA,medium,2,5,2,normal,1,3,1,3.39,2,attack_task,22.0,-0.05,-0.25,1.889,-0.111,0.485,1.1548,6.92,0.735,4.25,91.3,3.01,1.34,0,64.0,58.5,26.8,2.05,0.2819,0.2942,0.1581,175.9,296.6,3.7,4.13,84.2,scenario_derived,v1.0,42,high,NV_CogTask,0.988,True
P140,M004237,M004237_S07,novice,0.5,ATA,medium,2,5,2,normal,1,3,1,3.39,2,attack_task,16.1,-0.05,-0.25,1.889,-0.111,1.154,0.4344,6.26,0.795,3.09,64.3,1.66,0.6,0,64.2,71.2,39.7,1.49,0.2211,0.3114,0.1332,150.5,299.0,9.8,3.82,55.6,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P140,M004237,M004237_S08,novice,0.5,ATA,medium,2,5,2,normal,1,3,1,3.39,2,landing_rest,41.8,-1.065,-1.125,-0.444,-0.111,-1.046,-0.7913,5.44,0.831,3.39,30.1,0.78,0.36,1,59.0,71.9,41.7,1.14,0.2043,0.3271,0.1324,162.7,311.7,11.9,3.77,38.7,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P140,M004238,M004238_S01,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,baseline_rest,51.4,-1.355,-1.437,-1.389,0.683,-1.294,-0.431,7.51,0.828,2.55,39.0,0.57,0.35,1,59.5,68.9,38.9,1.16,0.2067,0.3417,0.1456,153.9,287.9,11.9,3.68,45.3,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004238,M004238_S02,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,takeoff,39.4,-0.485,-1.062,-1.056,0.683,-0.978,0.0256,7.87,0.87,3.52,25.5,0.79,0.49,0,60.0,70.6,34.2,1.23,0.2203,0.3511,0.1367,143.1,338.6,7.5,3.65,58.8,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004238,M004238_S03,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,climb,46.2,-0.775,-1.187,-1.167,0.683,-1.117,-0.2086,8.36,0.786,3.51,34.7,1.34,0.45,1,56.2,62.4,38.5,1.09,0.2043,0.3408,0.1527,146.7,323.9,8.1,3.87,52.6,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004238,M004238_S04,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,cruise,54.6,-0.92,-1.25,-1.222,0.683,-1.187,-0.6113,7.24,0.781,2.5,26.6,0.86,0.0,1,62.0,71.0,39.5,0.85,0.2248,0.3449,0.1504,149.5,341.1,12.5,3.87,40.2,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P140,M004238,M004238_S05,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,attack_task,12.3,1.4,-0.25,-0.333,0.683,1.91,1.0064,11.04,0.732,4.3,85.7,2.98,1.09,0,70.9,60.2,36.3,1.87,0.2627,0.2815,0.1476,181.2,291.9,7.8,3.93,63.8,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P140,M004238,M004238_S06,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,attack_task,9.9,1.4,-0.25,-0.333,0.683,2.687,0.8315,10.43,0.746,4.01,81.7,2.09,1.41,0,65.7,58.5,37.0,1.77,0.2666,0.3205,0.158,168.6,268.3,10.0,4.04,65.8,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P140,M004238,M004238_S07,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,attack_task,17.9,1.4,-0.25,-0.333,0.683,0.906,1.3329,11.46,0.788,4.45,104.7,2.66,1.93,0,69.5,55.2,30.4,2.25,0.2788,0.2596,0.1551,188.6,283.7,3.7,4.23,77.2,scenario_derived,v1.0,42,high,NV_NoTask,0.987,True
P140,M004238,M004238_S08,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,attack_task,6.9,1.4,-0.25,-0.333,0.683,4.49,1.0854,9.66,0.748,4.06,94.7,2.47,1.53,0,71.0,59.4,30.9,1.97,0.2823,0.3002,0.1346,174.0,295.3,7.1,4.22,70.0,scenario_derived,v1.0,42,high,NV_NoTask,0.989,True
P140,M004238,M004238_S09,novice,0.5,ATG,high,3,10,4,normal,0,8,0,8.83,1,landing_rest,46.3,-0.63,-1.125,-1.111,0.683,-1.074,-0.3014,6.92,0.924,3.74,13.9,0.69,0.38,1,59.2,69.8,38.4,0.94,0.2171,0.356,0.1479,148.0,336.5,12.4,3.75,53.1,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P140,M004239,M004239_S01,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,baseline_rest,45.6,-1.387,-1.437,-1.278,0.974,-1.29,-0.2823,5.11,0.884,2.91,37.0,0.5,0.68,0,61.7,68.1,40.8,1.06,0.2262,0.3419,0.136,155.3,328.8,8.3,3.74,54.1,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004239,M004239_S02,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,takeoff,46.3,-0.713,-1.062,-0.278,0.974,-1.031,-0.2936,5.8,0.924,3.73,35.3,0.91,0.61,1,57.4,72.0,33.3,0.81,0.1995,0.3216,0.1452,156.6,320.4,10.5,3.74,42.7,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004239,M004239_S03,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,climb,44.2,-0.938,-1.187,-0.611,0.974,-1.107,0.4925,6.61,0.885,3.78,67.8,1.61,0.93,0,68.4,59.5,31.0,1.42,0.2632,0.3169,0.1324,166.1,313.9,6.4,4.02,59.9,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P140,M004239,M004239_S04,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,cruise,43.1,-1.05,-1.25,-0.778,0.974,-1.148,0.1586,5.89,0.836,3.19,46.3,1.16,0.33,0,63.1,62.8,34.7,1.04,0.2387,0.3435,0.1497,149.8,308.1,11.3,3.85,50.1,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P140,M004239,M004239_S05,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,attack_task,16.7,0.75,-0.25,1.889,0.974,1.056,1.3259,8.33,0.706,4.96,110.1,2.4,1.49,0,70.1,58.4,27.8,2.28,0.2926,0.2552,0.156,172.9,276.1,2.0,4.18,58.2,scenario_derived,v1.0,42,high,NV_CogTask,0.987,True
P140,M004239,M004239_S06,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,attack_task,16.0,0.75,-0.25,1.889,0.974,1.168,1.1886,8.72,0.729,4.43,91.4,2.6,1.61,0,65.1,54.5,24.7,2.12,0.2712,0.2936,0.146,187.4,275.7,2.3,4.06,71.7,scenario_derived,v1.0,42,high,NV_CogTask,0.988,True
P140,M004239,M004239_S07,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,attack_task,15.2,0.75,-0.25,1.889,0.974,1.298,1.4039,8.92,0.837,4.64,91.8,3.06,2.08,0,74.6,57.2,30.1,2.13,0.2952,0.2687,0.1393,175.9,264.9,2.0,4.26,69.9,scenario_derived,v1.0,42,high,NV_CogTask,0.986,True
P140,M004239,M004239_S08,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,attack_task,13.1,0.75,-0.25,1.889,0.974,1.722,1.8575,9.23,0.725,4.9,114.9,3.93,2.39,0,74.9,55.0,25.2,2.74,0.291,0.2308,0.1438,200.4,256.7,3.0,4.33,84.2,scenario_derived,v1.0,42,high,NV_CogTask,0.981,True
P140,M004239,M004239_S09,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,attack_task,12.0,0.75,-0.25,1.889,0.974,1.997,1.4666,8.06,0.728,4.31,85.7,3.33,1.65,0,69.6,54.5,26.0,2.13,0.2964,0.2741,0.1337,203.9,308.7,2.5,4.03,75.6,scenario_derived,v1.0,42,high,NV_CogTask,0.985,True
P140,M004239,M004239_S10,novice,0.5,ATA,high,3,8,3,normal,1,3,0,8.99,4,landing_rest,48.1,-0.825,-1.125,-0.444,0.974,-1.084,-0.1016,5.42,0.869,2.91,34.3,1.2,0.69,0,62.7,75.4,33.7,1.32,0.2091,0.3349,0.1301,148.3,329.8,8.6,3.69,39.0,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P141,M004240,M004240_S01,intermediate,5.8,ATG,medium,2,5,3,low,0,4,3,5.23,2,baseline_rest,53.6,-1.41,-1.344,-1.389,0.348,-1.296,-0.6401,6.87,0.932,2.79,26.9,1.39,0.5,1,71.0,45.5,12.0,1.71,0.2273,0.4594,0.1879,162.3,296.7,16.5,3.82,34.4,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
P141,M004240,M004240_S02,intermediate,5.8,ATG,medium,2,5,3,low,0,4,3,5.23,2,takeoff,43.1,-0.87,-0.406,-1.056,0.348,-1.008,-0.7399,6.89,0.942,2.69,34.5,0.95,0.36,1,69.1,46.9,22.7,1.86,0.2137,0.4256,0.2066,142.7,279.1,16.7,4.05,34.5,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
